Rank,Title,Year,Rating,Duration,Genre,IMDb URL,Image URL
211,Mr. Smith Goes to Washington,1939,8.1,2h 9m,Drama,https://www.imdb.com/title/tt0031679/,https://m.media-amazon.com/images/M/MV5BMDU4ZjNmMjEtMjcxYi00NDAxLWFlMjQtNWIyNjg5NWUzNTdjXkEyXkFqcGc@._V1_.jpg
212,Logan,2017,8.1,2h 17m,Action,https://www.imdb.com/title/tt3315342/,https://m.media-amazon.com/images/M/MV5BM2JjODdkMGMtNmY2YS00OGM2LThiY2YtZGYyNzE4Nzc2ODA0XkEyXkFqcGc@._V1_.jpg
213,On the Waterfront,1954,8.1,1h 48m,Drama,https://www.imdb.com/title/tt0047296/,https://m.media-amazon.com/images/M/MV5BZDJlYTM1ZGYtZTM4YS00MzFhLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_.jpg
214,Rocky,1976,8.1,2h 0m,Drama,https://www.imdb.com/title/tt0075148/,https://m.media-amazon.com/images/M/MV5BZDEyY2M2MGMtYjg5OC00ZWFjLWFkZDQtNmQzZTdiYmYzZTBkXkEyXkFqcGc@._V1_.jpg
215,Wild Strawberries,1957,8.1,1h 32m,Drama,https://www.imdb.com/title/tt0050986/,https://m.media-amazon.com/images/M/MV5BZWQ5MDllM2EtZWRmNS00MmZiLWI4ZWQtMjRiY2Q5MTAxODY4XkEyXkFqcGc@._V1_.jpg
216,Tokyo Story,1953,8.1,2h 17m,Drama,https://www.imdb.com/title/tt0046438/,https://m.media-amazon.com/images/M/MV5BODdkNzcxZjItMDU2Yy00Y2JlLWFkYTQtNzIwM2Q4MWU5MTU2XkEyXkFqcGc@._V1_.jpg
217,The Third Man,1949,8.1,1h 44m,Thriller,https://www.imdb.com/title/tt0041959/,https://m.media-amazon.com/images/M/MV5BNGVjMTMxZTQtMmVlNy00YmI0LWJjMDUtYTgyZWU1Njg5ZGRiXkEyXkFqcGc@._V1_.jpg
218,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,2h 23m,Adventure,https://www.imdb.com/title/tt0325980/,https://m.media-amazon.com/images/M/MV5BNDhlMzEyNzItMTA5Mi00YWRhLThlNTktYTQyMTA0MDIyNDEyXkEyXkFqcGc@._V1_.jpg
219,Spotlight,2015,8.1,2h 9m,Biography,https://www.imdb.com/title/tt1895587/,https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_.jpg
220,Maharaja,2024,8.3,2h 21m,Action,https://www.imdb.com/title/tt26548265/,https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_.jpg
221,The Terminator,1984,8.1,1h 47m,Sci-Fi,https://www.imdb.com/title/tt0088247/,https://m.media-amazon.com/images/M/MV5BZmE0YzIxM2QtMGNlMi00MjRmLWE3MWMtOWQzMGVjMmU0YTFmXkEyXkFqcGc@._V1_.jpg
222,La haine,1995,8.1,1h 38m,Drama,https://www.imdb.com/title/tt0113247/,https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_.jpg
223,The Big Lebowski,1998,8.1,1h 57m,Comedy,https://www.imdb.com/title/tt0118715/,https://m.media-amazon.com/images/M/MV5BY2E3OWQ5OWYtYTRkMC00NjVjLWIzZDQtNmRmM2ZiYTIyYmYxXkEyXkFqcGc@._V1_.jpg
224,Jai Bhim,2021,8.6,2h 44m,Crime,https://www.imdb.com/title/tt15097216/,https://m.media-amazon.com/images/M/MV5BZjEyNDIzNmEtMjdkYS00ZDAwLTljOWYtNDRhYTVhYTlmOTk1XkEyXkFqcGc@._V1_.jpg
225,The Seventh Seal,1957,8.1,1h 36m,Fantasy,https://www.imdb.com/title/tt0050976/,https://m.media-amazon.com/images/M/MV5BZDlmYTkzOWUtODQ0MS00MmM4LWE3ZjMtYTEwNGUwMmJkYzIxXkEyXkFqcGc@._V1_.jpg
226,Room,2015,8.1,1h 58m,Drama,https://www.imdb.com/title/tt3170832/,https://m.media-amazon.com/images/M/MV5BMTE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_.jpg
227,Hotel Rwanda,2004,8.1,2h 1m,Biography,https://www.imdb.com/title/tt0395169/,https://m.media-amazon.com/images/M/MV5BY2FmMWRmZmQtN2IzMS00OGVmLWFmNjktMTM0YWQzODcwYTEwXkEyXkFqcGc@._V1_.jpg
228,The Sound of Music,1965,8.1,2h 54m,Musical,https://www.imdb.com/title/tt0059742/,https://m.media-amazon.com/images/M/MV5BYWJhYmU4MjQtZDJhYi00ZGVjLTlkNTEtNzkzNGVjOWQ3MjcwXkEyXkFqcGc@._V1_.jpg
229,The Best Years of Our Lives,1946,8.1,2h 50m,Drama,https://www.imdb.com/title/tt0036868/,https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTgwNTEwOTk5MTI@._V1_.jpg
230,Platoon,1986,8.1,2h 0m,War,https://www.imdb.com/title/tt0091763/,https://m.media-amazon.com/images/M/MV5BZjE4YjllODAtZGMxZS00Mjg2LThkOWUtZjNkMjQ5YThiNDU4XkEyXkFqcGc@._V1_.jpg
231,Before Sunset,2004,8.1,1h 20m,Romance,https://www.imdb.com/title/tt0381681/,https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_.jpg
232,The Incredibles,2004,8.0,1h 55m,Animation,https://www.imdb.com/title/tt0317705/,https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_.jpg
233,The Exorcist,1973,8.1,2h 2m,Horror,https://www.imdb.com/title/tt0070047/,https://m.media-amazon.com/images/M/MV5BZjg3YjE4ZjAtYTdmYS00ZTBkLWE1ZjgtNzAzODUwNzRiYjlmXkEyXkFqcGc@._V1_.jpg
234,A Silent Voice: The Movie,2016,8.2,2h 10m,Animation,https://www.imdb.com/title/tt5323662/,https://m.media-amazon.com/images/M/MV5BOTFiNzRiOWEtYTQwNy00NmRiLWE0ZWYtNTE0YjExZjFmZjkwXkEyXkFqcGc@._V1_.jpg
235,Hachi: A Dog's Tale,2009,8.1,1h 33m,Drama,https://www.imdb.com/title/tt1028532/,https://m.media-amazon.com/images/M/MV5BNTU5NjYyYTgtZGQ3My00MzRhLThjNGYtZmVjN2JjYjhkMjhhXkEyXkFqcGc@._V1_.jpg
236,Rush,2013,8.1,2h 3m,Biography,https://www.imdb.com/title/tt1979320/,https://m.media-amazon.com/images/M/MV5BMTZhOGQxM2ItNGQyYy00YzE5LWI5MjMtNmMzNGQzNDE1OTUzXkEyXkFqcGc@._V1_.jpg
237,The Wizard of Oz,1939,8.1,1h 42m,Adventure,https://www.imdb.com/title/tt0032138/,https://m.media-amazon.com/images/M/MV5BYWRmY2I0MGItYTQ0OC00NWZmLWIwMDktYjJlNDc0MzVhMmViXkEyXkFqcGc@._V1_.jpg
238,Stand by Me,1986,8.1,1h 29m,Drama,https://www.imdb.com/title/tt0092005/,https://m.media-amazon.com/images/M/MV5BNGJkNTUwM2MtZWE2MS00YjNkLWE3MjktNWQwZDQxMDIyZWVmXkEyXkFqcGc@._V1_.jpg
239,The Passion of Joan of Arc,1928,8.1,1h 54m,Biography,https://www.imdb.com/title/tt0019254/,https://m.media-amazon.com/images/M/MV5BNTE1MDliZjgtYTU2Yy00YjAxLTljYTItNDE2ZGYwYTY1MGQ1XkEyXkFqcGc@._V1_.jpg
240,The Iron Giant,1999,8.1,1h 26m,Animation,https://www.imdb.com/title/tt0129167/,https://m.media-amazon.com/images/M/MV5BODM4ZjZjMGEtYmFiMy00MThjLWIzZjUtMDU0ODg1NTI2MzIwXkEyXkFqcGc@._V1_.jpg
241,My Father and My Son,2005,8.2,1h 52m,Drama,https://www.imdb.com/title/tt0476735/,https://m.media-amazon.com/images/M/MV5BZDE3MTBkNmQtNGFjMC00YTcwLWExY2ItN2MyMGZkNWJlMmFmXkEyXkFqcGc@._V1_.jpg
242,The Handmaiden,2016,8.1,2h 25m,Drama,https://www.imdb.com/title/tt4016934/,https://m.media-amazon.com/images/M/MV5BOTllZDI1OGItOGUxNS00OGZhLWIzMjAtYzllZTY1YTA0ZmYwXkEyXkFqcGc@._V1_.jpg
243,Network,1976,8.1,2h 1m,Drama,https://www.imdb.com/title/tt0074958/,https://m.media-amazon.com/images/M/MV5BY2E4ZGJiNTMtZTAxZC00MmVlLWI1NjYtMGVhMjhkOGEwZDhjXkEyXkFqcGc@._V1_.jpg
244,The Battle of Algiers,1966,8.1,2h 1m,War,https://www.imdb.com/title/tt0058946/,https://m.media-amazon.com/images/M/MV5BMTY2Mjk0OGEtYTM3Yy00ZWZiLWFhNjAtNGExMjEzNGVmMDMxXkEyXkFqcGc@._V1_.jpg
245,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,8.2,1h 57m,Animation,https://www.imdb.com/title/tt11032374/,https://m.media-amazon.com/images/M/MV5BNzEzYjhkYTctMWNmZS00MTc5LWI4OWUtZjFkNzNkYTNkMTJlXkEyXkFqcGc@._V1_.jpg
246,The Grapes of Wrath,1940,8.1,2h 9m,Drama,https://www.imdb.com/title/tt0032551/,https://m.media-amazon.com/images/M/MV5BZDgzZjk3OGYtNWI2Ny00MDg3LTgwYWEtNjI1ODAxNjA3ZmFlXkEyXkFqcGc@._V1_.jpg
247,To Be or Not to Be,1942,8.1,1h 39m,Comedy,https://www.imdb.com/title/tt0035446/,https://m.media-amazon.com/images/M/MV5BMTA5OTRkZGUtNDhhOS00OThmLTgwZWYtZGZkM2M4YjZhNzc5XkEyXkFqcGc@._V1_.jpg
248,Gangs of Wasseypur,2012,8.2,5h 21m,Crime,https://www.imdb.com/title/tt1954470/,https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_.jpg
249,Drishyam,2015,8.2,2h 43m,Thriller,https://www.imdb.com/title/tt4430212/,https://m.media-amazon.com/images/M/MV5BM2NmMGFjYTYtNWEwNS00MTM4LWE2ZTktNzZjMTE0OTQyNjFiXkEyXkFqcGc@._V1_.jpg
250,The Help,2011,8.1,2h 26m,Drama,https://www.imdb.com/title/tt1454029/,https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_.jpg
